identifier,dc:identifier,dc:title,dc:creator,dc:description,dc:date,dc:subject,dc:source,dc:type1,dc:type2,dc:type,dc:format,dc:rights
oai:nwdh:mcl:oai:gallery.multcolib.org:3312,https://gallery.multcolib.org/node/3312,Exhibition at Curry County Art Center,,An art exhibition at the Curry County Art Center around 1939-1942.; ||,1930-1939,"Curry County, Oregon; Exhibitions; Art centers; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3314,https://gallery.multcolib.org/node/3314,Bedroom draperies,,"Bedroom draperies with a ""Men at the Bar"" design created by Jack Price in 1941 as part of the Oregon Art Project. Displayed at the Tongue Point Naval Air Station.; ||",1940-1949,"Astoria, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3315,https://gallery.multcolib.org/node/3315,Bedroom draperies,,Bedroom draperies with a gun-pointer design created by Howard Sewall in 1941 as part of the Oregon Art Project. Displayed at the Tongue Point Naval Air Station.; ||,1940-1949,"Astoria, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3316,https://gallery.multcolib.org/node/3316,Bedroom draperies,,Bedroom draperies with a semaphore design created by Howard Sewall in 1941 for the Oregon Art Project. Displayed at the Tongue Point Naval Air Station.; ||,1940-1949,"Astoria, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3317,https://gallery.multcolib.org/node/3317,Bedroom draperies,,Striped bedroom draperies at the Tongue Point Naval Air Station. Created as part of the Oregon Art Project.; ||,1940-1949,"Astoria, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3318,https://gallery.multcolib.org/node/3318,Carved wood panels,,Wood panels with designs of trees and mountains carved by Art Clough in 1936 for the University of Oregon. Created as part of the Oregon Art Project.; ||,1930-1939,"Eugene, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3319,https://gallery.multcolib.org/node/3319,Diana and Hound,,"Wooden panel, titled Diana and Hound, showing the goddess Diana at the edge of a forest with a bow and three deer. Carved by Clough & Bates in 1937 for the University of Oregon. Created as part of the Oregon Art Project.; ||",1930-1939,"Eugene, Oregon; Paneling; Woodwork; Diana (Roman deity); ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3320,https://gallery.multcolib.org/node/3320,Pan and Fawn,,Wooden panel showing the god Pan and a fawn in a forest. Carved by Clough & Bates in 1937 for the University of Oregon. Created as part of the Oregon Art Project.; ||,1930-1939,"Eugene, Oregon; Paneling; Pan (Greek deity); Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3321,https://gallery.multcolib.org/node/3321,Library sign,,Wooden library sign carved by Virginia Darce in 1940 for the County Library Associations statewide. Created as part of the Oregon Art Project.; ||,1940-1949,Oregon; Paneling; Woodwork; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3322,https://gallery.multcolib.org/node/3322,Cherry Pickers,,A wooden panel titled Cherry Pickers depicting Native American cherry pickers carved by Martina Gangle in 1939. Created as part of the Oregon Art Project.; ||,1930-1939,Oregon; Paneling; Woodwork; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3323,https://gallery.multcolib.org/node/3323,Covered Wagon,,"A wooden triptych titled Covered Wagon depicting pioneers, oxen, and a covered wagon in a rugged landscape. Carved by Melvin Keegan in 1938 for the Timberline Lodge. Created as part of the Oregon Art Project.; ||",1930-1939,"Timberline Lodge, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3324,https://gallery.multcolib.org/node/3324,Covered Wagon,,"Single wooden panel from the triptych, Covered Wagon, depicting pioneers, a mountain range, and oxen pulling a covered wagon Carved by Melvin Keegan in 1938 for the Timberline Lodge. Created as part of the Oregon Art Project.; ||",1930-1939,"Timberline Lodge, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3325,https://gallery.multcolib.org/node/3325,Covered Wagon,,Wooden panel depicting pioneers and an ox-drawn wagon struggling through a rocky landscape. Carved by Melvin Keegan in 1938 for Timberline Lodge.  Created as part of the Oregon Art Project.; ||,1930-1939,"Timberline Lodge, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3326,https://gallery.multcolib.org/node/3326,Covered Wagon,,Wooden panel showing pioneers hauling a covered wagon up a steep hillside. Carved by Melvin Keegan in 1938 for Timberline Lodge. Created as part of the Oregon Art Project.; ||,1930-1939,"Timberline Lodge, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3327,https://gallery.multcolib.org/node/3327,Stone plaque,,"A stone plaque by Louise Utter, positioned over the south entrance of the Journalism Building at the University of Oregon. The sculpture shows Liberty reaching out to two workers. The inscription reads, ""A free & enlightened press surest guarantor of liberty.""  Created as part of the Oregon Art Project around 1935.; ||",1930-1939,"Eugene, Oregon; Sculpture; Decoration and ornament, Architectural; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3328,https://gallery.multcolib.org/node/3328,Gothic screens,,"A wooden Gothic screen of three hinged panels, carved by Ray Neufer for Portland Public Schools. Created as part of the Oregon Art Project.; ||",1930-1939,"Portland, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3329,https://gallery.multcolib.org/node/3329,Wooden panels,,"Two patterned wooden panels carved  by Gabriel Lavarre in 1938, for the University of Oregon. Created as part of the Oregon Art Project.; ||",1930-1939,"Eugene, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3330,https://gallery.multcolib.org/node/3330,Fireplace screen,,"Fireplace screen designed and carved by Ray Neufer and crew in 1936, for the Irvington School. Created as part of the Oregon Art Project.; ||",1930-1939,"Portland, Oregon; Fireplaces; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3331,https://gallery.multcolib.org/node/3331,Indian Habitat Diorama,,"A diorama of a Native American dwelling titled Indian Habitat Diorama. Painted by David Shook, in 1937, for the Museum of Natural History at the University of Oregon. Created as part of the Oregon Art Project.; ||",1930-1939,"Eugene, Oregon; Diorama; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3332,https://gallery.multcolib.org/node/3332,Sawmill and Log Pond diorama,,"A diorama depicting a sawmill and log pond on the edge of a river which flows past partly clear-cut hills.The scene was painted by David Shook, in 1937, for the U.S. Forest Service. Created as part of the Oregon Art Project.; ||",1930-1939,Oregon; Logging; Mural painting and decoration; Diorama; ,Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3333,https://gallery.multcolib.org/node/3333,The Roman Race,,"A wall plaque showing a man racing on foot beside a two-horse chariot amid clouds of dust. Carved by Valentine Weise in 1936, for the Irvington School. Created as part of the Oregon Art Project.; ||",1930-1939,"Portland, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3334,https://gallery.multcolib.org/node/3334,The Sugar Plum Tree,,"A decorative wooden wall panel depicting a dog and several children looking up into a spreading sugar plum tree. Carved by Valentine Weise in 1936, for Oregon State College. Created as part of the Oregon Art Project.; ||",1930-1939,"Corvallis, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3335,https://gallery.multcolib.org/node/3335,Paul Bunyan,,"A decorative wall panel depicting Paul Bunyon towering over houses and trees. Carved by Virginia Darce, in 1938, for the Timberline Lodge Bar. Created as part of the Oregon Art Project.; ||",1930-1939,"Timberline Lodge, Oregon; Paneling; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3336,https://gallery.multcolib.org/node/3336,Model of Timberline Lodge,,A model of Timberline Lodge created by Arthur Vermeers and Ray Neufer around 1939-1940. It was displayed in the WPA Building at the New York Worlds Fair. Created as part of the Oregon Art Project.; ||,1930-1939,"Oregon; Timberline Lodge (Mount Hood, Or.); Architectural models; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3339,https://gallery.multcolib.org/node/3339,US Army draperies,,"Draperies in the recreation room at the former U.S Army base, Fort Stevens. The cannon design is by Charlotte Mish. Photographed in 1942 and created as part of the Oregon Art project.; ||",1940-1949,"Hammond, Oregon; Draperies; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3340,https://gallery.multcolib.org/node/3340,Oreodont sculpture,,A sculpture of an oreodont created by Fred Collins. It was displayed at the University of Oregon and photographed in 1933. Created as part of the Oregon Art project.; ||,1930-1939,"Eugene, Oregon; Sculpture; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3341,https://gallery.multcolib.org/node/3341,Paul Bunyan and Calf,,"A wood marquetry panel showing Paul Bunyan carrying a calf. Designed by Virginia Darce for the Timberline Lodge Bar, in 1938. Created as part of the Oregon Art Project.; ||",1930-1939,"Timberline Lodge, Oregon; Marquetry; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3342,https://gallery.multcolib.org/node/3342,Paul Bunyan and Babe the Blue Ox,,"Wood marquetry panel designed by Virginia Darce for the Timberline Lodge Bar, in 1938. The panel depicts Paul Bunyan and his ox. Created as part of the Oregon Art Project.; ||",1930-1939,"Timberline Lodge, Oregon; Marquetry; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3343,https://gallery.multcolib.org/node/3343,Persian Fairy Tale,,"Mural titled Persian Fairy Tale over the doorway to two adjoining rooms in the Irvington School Library. The painted scroll above the doorway reads, ""Square thyself for use. A stone that may fit in the wall is not left in the way."" Painted by Aimee Gorman in December 1936. Created as part of the Oregon Art Project.; ||",1930-1939,"Portland, Oregon; Mural painting and decoration; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
oai:nwdh:mcl:oai:gallery.multcolib.org:3344,https://gallery.multcolib.org/node/3344,Indian Ceremonial Dance,,Two marquetry panels depicting a Native American ceremonial dance. Designed by Aimee Gorham in 1937 for the Alameda School. Created as part of the Oregon Art Project.; ||,1930-1939,"Portland, Oregon; Marquetry; Woodwork; ",Multnomah County Library,black-and-white photographs,StillImage; black-and-white photographs,StillImage,image/jpeg,http://rightsstatements.org/vocab/NKC/1.0/
